news_id,category,subcategory,title,abstract
N51701,entertainment,entertainment-books,Review: 'Curious Toys' has deliciously creepy setting,"Curious Toys, Little, Brown and Co., by Elizabeth Hand"
N60973,video,viral,Puppy surprise! Girl gets adorable pet for her birthday,One young girl was brought to tears by a birthday surprise that didn't come in a box: a puppy! TODAY's Hoda Kotb has the Morning Boost.
N28178,lifestyle,lifestyledidyouknow,Haunting abandoned tiny homes,"They might be pocket-sized, but there's nothing cute about these derelict tiny houses. The perfect setting for ghostly happenings, these small spooky spaces are filled with spine-tingling secrets and tales of yesteryear. From mining ghost towns to crumbling cottages void of life, take a tour of the eeriest empty tiny homes out there if you dare..."
N4991,video,news,U.S. Rep from California on why gun violence continues in his home state despite strict gun laws,Rep. Eric Swalwell discusses with CNN's Jake Tapper
N54542,autos,autosnews,Police searching for thief stealing cars at Atlanta airport,Atlanta police are searching for a car thief who they say has been targeting cars at Hartsfield-Jackson Atlanta Airport.
N49414,movies,movievideo,Trailer - A Million Little Pieces,Trailer 1
N17041,music,musicnews,The Eagles Soar and Perform 'Hotel California' For the First Time in Its Entirety in Las Vegas,"Eagles revisited their 1976 classic, 'Hotel California' Friday night, performing it for the first time in its entirely."
N30710,health,weight-loss,"Mom-of-five, 38, who lost 234LBS in ONE YEAR after realizing she was too heavy for her scales at 414lbs proudly shows off her bikini body following her 'life-changing' skin removal surgery",Noelle Dawson felt she had hit rock bottom when she weighed 414 lbs. But she took up the keto diet and dropped 200 lbs. before hitting the gym to continue the transformation.
N14310,video,news,GOP releases witness list in impeachment probe,Florida Republican Rep. Ross Spano says he believes Rep. Adam Schiff will reject the GOP subpoena requests.
N22442,tv,tv-gallery,'Sesame Street' turns 50: Our favorite celebrity visitors to the neighborhood,"As ""Sesame Street"" celebrates its 50th anniversary, we look at the show's legacy of inclusion and why it still resonates with kids in 2019."
N42528,movies,movies-celebrity,Lindsay Lohan's dad weighs in on her relationship with the Saudi crown prince,Michael Lohan denies that Lindsay is dating the controversial royal known as MBS but acknowledges that they're friends.
N18537,weather,weathertopstories,"Tropical depression could brew in Gulf, drift toward US","An area of showers and thunderstorms over the southwestern Gulf of Mexico has the potential to slowly organize, and it may become the 17th tropical depression of the Atlantic hurricane season."
N17305,lifestyle,lifestylebuzz,Want to actually remember your reusable shopping bags? Here are 8 tricks that work,"A growing number of cities are banning or charging fees for disposable shopping bags, and Philadelphia is trying (for the fourth time) to join them. Last month, the Licenses and Inspections committee voted for a bill prohibiting retailers from providing single-use bags to customers for free. (The bill is currently on hold while amendments are being discussed.) Plastic bags are the fifth ..."
N41635,autos,autosnews,Portion of I-65 opens back up after cooking grease spills on Kennedy Bridge,"A portion of southbound I-65 at the Kennedy Bridge was closed due to a cooking grease spill on the roadway. The spill was reported just before 1 p.m. Wednesday, causing major traffic delays. Sign up for our Newsletters All lanes reopened just before 7 p.m. READ THE FULL STORY:Portion of I-65 opens back up after cooking grease spills on Kennedy Bridge CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top Louisville news, weather and sports from..."
N42285,autos,autossuvs,2020 Jeep Wrangler EcoDiesel vs. Wrangler 2.0T: Is the Diesel Worth the Money?,Is the long-awaited diesel Wrangler the one to buy?
N4922,entertainment,celebrity,25 candid photos of icons who shaped pop culture,"Photographer Oscar Abolafia captured images of Elvis, Madonna, Robert Redford, Lucille Ball, and many more."
N33045,lifestyle,lifestyle-news-feature,"Too much YouTube? Online video usage among teens is going through the roof, survey says","A Common Sense Media survey found tweens are on screens just under five hours per day, and teens about seven and a half hours. What parents can do?"
N40535,health,medical,There's a blood shortage  so why are gay men still barred from donating?,"Just by having sex with another male, I'm automatically eliminated from donating blood."
N46249,autos,autosnews,Semitrailer driver dies in Interstate 25 crash near Fort Collins,The 52-year-old man died after his rig left the road. No other vehicles were involved.
N14472,music,music-gallery,These Iconic '70s Songs Will Make You Want to Break out Your Bell Bottoms,Disco queens and rhinestone cowboys await.
N57876,tv,tvnews,First female to become commander of 178th Wing of Ohio National Guard,"For the first time in the history of the 178th Wing of the Ohio National Guard, a female will become a commander. Col. Kimberly A. Fitzgerald will assume the duties of commander of the 178th Wing in a ceremony on Nov. 3 at the Springfield Air National Guard Base. The current commander of the 178th Wing is Col. Gregg J. Hesterman while Fitzgerald is the current vice commander. She has a career spanning 26 years, including more than 4,000 flight..."
N37931,movies,movies-celebrity,Keanu Reeves and Girlfriend Alexandra Grant 'Have Been Dating for Years',Keanu Reeves and Girlfriend Alexandra Grant 'Have Been Dating for Years'
N30796,autos,autosnews,Woman fatally struck by Virgin train in West Palm Beach,"WEST PALM BEACH -- A woman was fatally struck by a train early Sunday morning in West Palm Beach, city police say. The victim was on the tracks at about 12:32 a.m. when she was hit by a northbound Virgin train, formerly known as Brightline, as it traveled along the FEC Railway and Nottingham Boulevard, according to police spokesman Sgt. David Lefont. Traffic was diverted from the area for ..."
N52175,video,news,How the Trump and Nixon impeachment inquiries compare,"The impeachment inquiry into President Trump enters a dramatic new phase this week with the first public hearings. Major Garrett takes a look at what led to the resignation of President Nixon in 1974 over the Watergate scandal. He was accused of abusing his office, the same as President Trump."
N62872,lifestyle,lifestylefamily,Local family stresses flu shots after adult son's unexpected death,"This flu season, two Louisville parents are urging everyone to get their flu shot after recently losing their 29-year-old son to flu-related complications. Jeb and Grace Teichman are mourning the sudden loss of their son Brent, who will never again walk through their door and pick up their dog Tucker the way he used to. ""I feel like this is a nightmare and I want to wake up,"" Jeb said.""When we close our eyes that's what we see."" The parents..."
N53783,entertainment,awards,People's Icon! Jennifer Aniston Calls Friends the 'Gift of a Lifetime' at People's Choice Awards,People's Choice Awards 2019: Jennifer Aniston Accepts Icon Award
N54516,tv,tvnews,Tamra Judge: I Would 'Absolutely' Quit 'RHOC' for My Estranged Daughter,Tamra Judge: I Would 'Absolutely' Quit 'RHOC' for My Estranged Daughter
N12272,autos,autossema,"Ford Lifts, Enlarges, and Carpets Its Super Duty SEMA Concepts","If you can make pickup trucks as tall as a two-story home, why not?"
N53017,lifestyle,lifestylebuzz,Kendall Jenner Wore the Tiniest Dress to Go Jewelry Shopping,No fall layers to see here.
N12986,music,musicnews,Concert review: Van Zant brothers join .38 Special at Orange Park benefit show,"Donnie Van Zant walking on with his old band, .38 Special, Saturday night in Orange Park may have been the worst kept secret since Nick Foles got his job back, but it was a welcome sight nonetheless. Van Zant spent 40 years singing with the band, which got its start on Jacksonville's Westside in the mid-'70s, but had to retire several years back because of hearing problems. When the band ..."
N6367,autos,autoshybrids,Are Tesla Vehicles Really That Much Better For The Environment?,Let's look at updated analysis on the age-old question.
N26251,health,health-news,"Diabetes cases soar, 1-in-11 adults affected: Doctors","More than 460 million people -- 1-in-11 adults -- now suffer from diabetes, largely brought on by an over-rich lifestyle short on exercise, the International Diabetes Federation (IDF) said Thursday."
N2968,lifestyle,lifestylebuzz,Can you spot the camouflaged leopard in this picture?,"One of the rarest big cats in the world is hidden in a mind-puzzling picture taken at the Leopard Nature Reserve, eastern Russia."
N41569,health,nutrition,"I tried to eat like Kate Middleton for a week, but I couldn't get through it without cheating","Following Kate Middleton's diet helped me feel energized throughout the week, but there were some meals I could only stomach once."
N7668,lifestyle,lifestylecleaningandorganizing,33 Brilliant Second Uses for Cleaning Products You've Never Tried Before,"Before shelling out extra money for cleaning supplies, discover these second uses for the cleaning products you already have at home."
N730,kids,video,Everything we know about dinosaur evolution just changed. Here's why,"Elements is more than just a science show. It's your science-loving best friend, tasked with keeping you updated and interested on all the compelling, innovative and groundbreaking science happening all around us."
N14170,tv,tv-celebrity,"Kelsey Grammer shreds 'Housewives' ex Camille, dubs her 'pathetic'",Kelsey Grammer has some very unpleasant things to say about his ex Camille Grammer.
N7359,tv,humor,The 25 best sketch comedy shows of all time,"With YouTube, along with various streaming services, it's never been easier to watch sketches from any era."
N40967,autos,autosnews,NJ Transit rail service resumed after fatal accident on tracks,NJ Transit's Pascack Valley Line rail service was suspended Sunday afternoon after a fatal car accident on the tracks
N2937,health,health-news,Life expectancy for American men keeps dropping,"Life expectancy for U.S. men slipped for a third straight year, according to new data from the National Center for Health Statistics."
N19345,health,health-news,Is my kid too young for contact sports? Advice still unclear,New guidance on concussions shows there isn't enough solid evidence to answer some of parents' most burning questions about contact sports. That includes what age is safest to start playing them.
N57797,health,wellness,Exactly What Happens to Your Body When You Gain Weight,"Life would be a lot easier if losing weight was as easy as gaining weight. Herein, dietitians explain what happens to your body when you pack on the pounds."
N49179,movies,movienews,Joe Alwyn on Buzz Around Taylor Swift Romance: 'I'll Just Turn it Off',Joe Alwyn on Buzz Around Taylor Swift Romance: 'I'll Just Turn it Off'
N40836,entertainment,entertainment-books,Lisa Jewell's suspenseful new novel 'The Family Upstairs' keeps the reader guessing,"Lisa Jewell's suspenseful new novel ""The Family Upstairs"" delves into issues of inheritance and identity."
N48224,tv,tvvideos,Kim Kardashian Says She's Gained 18 Pounds Over the Past Year,"Will Mrs. West have to resist those tasty treats this holiday season? The ""KUWTK"" star gets candid about gaining weight and is determined to get back to where she was."
N17620,autos,autosmotorcycles,Moto Adonis Tackles A Custom Ducati S4R,"It's their first Ducati, and you wouldn't know it from looking at it."
N62838,tv,tv-celebrity,Gigi Hadid Unfollows Tyler Cameron on Instagram 1 Month After Split,Gigi Hadid Unfollows Tyler Cameron on Instagram 1 Month After Split
N62553,autos,autossuvs,Bentley Bentayga Facelifted Spied Again With Minimal Camo,No major changes here.
N564,entertainment,entertainment-celebrity,"Channing Tatum, Jessie J look smitten in Pacific Park date selfies, plus more news","Channing Tatum poses for selfies with Jessie J after filing to bifurcate his divorce from Jenna Dewan. Plus, more celebrity news for Oct. 22, 2019."
N36232,autos,autosenthusiasts,Electric Ford Mustang GTE Fan Video Depicts A Shocking Future Pony,It's unlike any Mustang EV rendering we've seen thus far.
N26416,autos,autosownership,How often should I start my car and let it idle in cold weather? Answer: Don't.,"Letting a car idle requires more time for the vehicle to warm up and allows excess fuel to get into the engine, which isn't good for wear and tear."
N33796,autos,autosluxury,New Genesis G80 Looks Interesting During Nürburgring Spy Video,"Despite the camo, it's clear there will be major design changes compared to the current car."
N30595,autos,autosmotorcycles,Ask RideApart: What Tools Should I Carry On My Bike?,You can't bring it all.
N50484,movies,movies-gallery,100 best Westerns of all time,"The 100 best Westerns of all time represent the mythic themes that define America itself. These emblematic Westerns tell the story of the West, but also the story of American sensibility and its fascination with heroism, law and order, justice, and the taming of wild terrain."
N9251,music,music-awards,Latin American Music Awards 2019: Best Moments From the Show,"From incredible performances to moving speeches, here are the best moments from the night."
N20496,music,musicnews,DJ Kishka Polka Happy Hour returns to Happy Dog,"CLEVELAND, Ohio -- Kishka sleuths have been frustrated since the early 1960s   when the polka song ""Who Stole the Kishka"" explored the mystery of a sausage gone missing. At 6 p.m. Friday, they might find an answer. That's when DJ Kishka will host the Polka Happy Hour at the Happy Hour, 5801 Detroit Ave., Cleveland. Mr. Kishka -- aka Justin Gorski   will spin vintage polka tunes. The bar also ..."
N24107,autos,autoscompact,2021 VW Golf GTI Caught At The 'Ring Perfecting Hot Hatch Recipe,One of the very few eighth-gen Golfs coming to the U.S.
N46689,tv,tvnews,"Kentucky Gubernatorial Debate: Watch Bevin, Beshear on WLWT","The candidates for Kentucky governor will debate live on WLWT Tuesday, Oct. 29. Gov. Matt Bevin (R) and Attorney General Andy Beshear (D) have accepted the invitation to participate in a live hour-long debate. The debate will begin at 7 p.m. and take place at Northern Kentucky University's James C. and Rachel M. Votruba Student Union Ballroom. The format will consist of opening statements, followed by questions from WLWT anchor Sheree Paolello...."
N13243,music,musicnews,Kanye West performs Sunday Service in Jamaica as he releases behind-the-scenes footage of upcoming Jesus Is King film: 'I use art to make believers',"Kanye West has shared a trailer and now a behind-the-scenes featurette to a companion film to Jesus Is King that will be released, presumably alongside the actual album."
N52690,autos,autosmotorcycles,"10 Best Cruisers Under $10,000 Gallery",Cruiser motorcycles are notoriously expensive. Here are the 10 best cruisers you can buy right now for less than 10 grand.
N52640,tv,tvnews,There's a dazzling underground Christmas light show in Kentucky that you have to see to believe,"The ""only underground holiday light show in the world"" returns to Louisville this weekend. Lights Under Louisville kicks off its 11th season on Friday. Sign up for our Newsletters The 30-minute car ride traverses through portions of the Louisville MEGA Cavern. It features 850 Christmas displays and features nearly 4 million lights. ""We have been working tirelessly to bring Lights Under Louisville to the next level by creating a more immersive..."
N6107,entertainment,celebrity,61 Celeb Couples Who Pulled Off the Best Halloween Costumes,From Chrissy Teigen and John Legend to Kimye.
N14066,tv,tv-celebrity,Felicity Huffman's Costar Ricardo Chavira Slams Sentence: 'White Privilege',"Felicity Huffman's former Desperate Housewives costar Ricardo Antonio Chavira publicly slammed the actress' 14-day prison sentence for her involvement in the college admissions scandal. 'Desperate Housewives' Cast: Where Are They Now? ""White Privilege. And I saw Eight years worth of it, so I know what I'm talking about,"" Chavira, 48, tweeted in September. ""Accountability and Responsibility don't mean s t to these people."" In a second tweet, he..."
N14433,music,music-celebrity,Nicki Minaj Is Married! Rapper Weds Kenneth Petty After Less Than a Year of Dating,Nicki Minaj and Kenneth Petty Are Married Less Than Year of Dating
N24973,autos,autosnews,Driver Causes Massive Damage After Crashing Through Hallmark Store In Butler,A Hallmark is badly damaged after a driver crashed through the front window of the store in Butler.
N43039,autos,autosenthusiasts,"'Ford v Ferrari' movie prompts Ford to open vault, reveal real story of famed auto race",Ford Motor Co. still has all the artifacts   and memories   of the 1966 Le Mans race depicted in 'Ford v Ferrari' with Matt Damon and Christian Bale.
N25575,tv,tvnews,York Suburban's undefeated season comes to an end in hard-fought loss,"Looking to win its first district game since 1986, the number one seeded Trojans came up just short losing 27-18 in a hard-fought battle."
N26474,tv,tvnews,"'Saturday Night Live' makes fun of U of A, er, UArizona nickname change",'Saturday Night Live' mocked the University of Arizona's changing its nickname from UA to UArizona on its Weekend Update segment.
N9971,autos,autosmotorcycles,The Top 5 Motorcycles We Want To Race In 2020,"Racers, start your engines."
N61806,movies,movievideo,Trailer - A Beautiful Day in the Neighborhood,Trailer 1
N60826,autos,autossports,This might be a next-gen Nissan Z car mule,Powertrain for the 370Z successor could be hiding under the hood
N53385,autos,autossports,Why the 2020 Ford Mustang Shelby GT500's Carbon Wheels Are Superior to the GT350R's,"It's more than just looks, although they are beautiful: the carbon-fiber wheels are as advanced as those on a Ferrari."
N31364,entertainment,video,Netflix's Playback Speed Feature Slammed By Judd Apatow,"The streaming giant is currently testing out a new feature that allows viewers to change the playback speed of content--and the ""Big Sick"" director disagrees. Watch!"
N47663,music,musicnews,"Motown teams up with Carhartt for fashion, merchandise line","Two Motor City institutions are linking up for clothing and DJ merchandise to be sold around the world, with a Detroit preview party on Wednesday."
N34304,music,musicnews,Ellie Goulding threatens to pull out of the Dallas Cowboys' Thanksgiving show,The artist said she is reconsidering her performance over concerns about the Salvation Army's previous stance on homosexuality and transgender people.
N55081,music,music-reviews,"He said, she said: Will female acts win big at CMA Awards?","NASHVILLE, Tenn. (AP)   The lack of women on country radio is as tired as a bad country song cliche, but the Country Music Association Awards is trying to set the stage for them to reign, both as the hosts, as performers and perhaps the night's biggest winners. All eyes are on the top prize, entertainer of the year, which hasn't been won by a woman since Taylor Swift in 2011. Carrie Underwood is vying for entertainer of the year, while Maren..."
N24251,movies,movies-gallery,"The 51 best Netflix original movies, ranked according to critics",The streaming service has released over 200 original movies since 2015. Here are the top 51 original movies based on their Rotten Tomatoes scores.
N30998,tv,tvnews,'Dancing with the Stars': Why Sean Spicer survives despite the lowest judge scores,"A 'Dancing with the Stars' voting fix designed to prevent popularity contests hasn't stopped former Trump spokesman Sean Spicer, leading to criticism."
N33170,tv,tv-celebrity,"Christina Anstead's Anniversary to Ant Proves Life ""Has a Funny Way"" of Working Out",Flip or Flop's Christina Anstead celebrates a special anniversary with Ant Anstead. The couple got married in a secret ceremony and have a baby together.
N9417,movies,movies-celebrity,Brad Pitt Considers His Fallout With Maddox a 'Tremendous Loss',"Brad Pitt's relationship with his adopted son, Maddox Jolie-Pitt, is complicated to say the least."
N60992,music,music-celebrity,Gwen Stefani Reveals New Nickname for Her and Blake Shelton,The singer said she is 'really excited' about the couple's new combined moniker.
N10621,entertainment,gaming,The 25 best RPGs to play through the winter,Wave goodbye to the real world with the best RPGs around right now
N55117,tv,tv-celebrity,JWoww's Ex Zack Carpinello Posts About 'Strength' After Their Split,JWoww's Ex Zack Carpinello Posts About 'Strength' After Their Split
N24939,music,musicnews,Kelly Clarkson Doesn't Mind Being Mistaken for Carrie Underwood,Kelly Clarkson Doesn't Mind Being Mistaken for Carrie Underwood
N49997,movies,movienews,"Rose McGowan rips Hillary Clinton over ties to 'predators' Bill Clinton, Harvey Weinstein","Rose McGowan called out Hillary Clinton last week over a report that Clinton's publicist told journalist Ronan Farrow that his investigation into Harvey Weinstein's alleged history of sexual misconduct was ""a concern"" for the Clinton camp."
N51469,tv,tvnews,Kristen Bell Returning for 'Gossip Girl' Update at HBO Max,The 'Good Place' actress will again be the narrator for the series from Josh Schwartz and Stephanie Savage.
N4047,tv,tvnews,"'Hard to swallow': Young woman loses mother, siblings in fiery crash year after father died, family says","Family members are identifying the three people who died in a fiery crash in Guilford County on Wednesday morning. Sharon Curtis Norman, of Climax, says her daughter, 37-year-old Miranda Curtis, and two of Curtis' children were killed in the wreck. Sign up for our Newsletters Family members say Zyilyan Curtis was 14 years old and Aryanna Curtis was 8 years old. Their older sister, 22-year-old China Curtis, now has no siblings or parents. Her..."
N51692,tv,tv-celebrity,Kelly Ripa Jokes Son Michael Is Experiencing 'Extreme Poverty' in Brooklyn,Kelly Ripa Jokes Son Michael Is Experiencing 'Extreme Poverty' in Brooklyn
N34752,tv,tvnews,"Engagement Ring Recovered, Returned After Waxahachie Woman Accidentally Throws It In Garbage","Nelly Cabeen had to call the crew at Turkey Creek Landfill in Alvarado, but they were happy to jump into action and help."
N37820,tv,tv-celebrity,Dean McDermott Thought Tori Spelling Would 'Run for the Hills' After Cheating,Dean McDermott Thought Tori Spelling Would 'Run for the Hills' After Cheating
N34947,movies,movies-celebrity,Brie Larson Has the Best Reaction Ever After This Surprise Proposal,The 'Captain Marvel' star was left speechless when a pair of fans got engaged right in front of her over the weekend.
N63971,movies,movies-gallery,"All 44 Stephen King Movies, Ranked Worst to Best (Photos)","Where does ""Doctor Sleep"" place among the many big-screen adaptations of the horror master's work?"
N40456,tv,tv-celebrity,"$750,000 worth of jewelry stolen from Tameka 'Tiny' Harris","Tameka ""Tiny"" Harris said wedding rings, watches, stud earrings and more valuables more taken from her SUV."
N17055,movies,movievideo,Trailer - Can You Keep a Secret?,Official Trailer
N26880,music,musicnews,The Most Stunning CMA Awards Dresses of All Time,"Carrie, Miranda, Dolly gang's all here!"
N46077,music,music-celebrity,Kylie Jenner and Travis Scott Know That Getting Back Together Is ''Inevitable'',The pair hit the pause button on their relationship a month ago
N43174,movies,movienews,Jon Favreau Says Martin Scorsese Has 'Earned the Right' to Criticize Marvel Films,Jon Favreau: Martin Scorsese Has 'Earned the Right' to Criticize Marvel Films
N16847,music,musicnews,"Madonna sued in South Florida for pushing back concert start time. Papa, don't preach   or is this borderline behavior?","A disgruntled Madonna fan has filed a lawsuit in Miami-Dade County after the venerable pop star moved the start time of her show at the Fillmore Miami Beach from 8:30 p.m. to 10:30 p.m. According to the lawsuit, first reported by CNN, Nate Hollander paid $1,024.95 for three tickets to the Dec. 17 show. But after he bought them, the start time for the show was changed to two hours later. ..."
N714,entertainment,entertainment-celebrity,"All the details on Jennifer Lawrence and Cooke Maroney's wedding, plus more news","Get the scoop on Jennifer Lawrence and Cooke Maroney's wedding, plus more celebrity news for Oct. 17, 2019."
N42128,movies,movies-celebrity,Hugh Hefner's son Cooper weds 'Harry Potter' actress,"Cooper Hefner married Scarlett Byrne in Ventura, Calif., on Monday."
N26026,music,music-celebrity,Miranda Lambert Reveals the Real Reason Behind Her Secret Wedding: 'It's Not for Everybody Else',Miranda Lambert Reveals Why She Secretly Married Brendan McLoughlin
N25058,tv,tv-celebrity,Courteney Cox Cuts Short Bangs to Recreate Her Scream 3 Look in Hilarious Halloween Video,Courteney Cox Cuts Short Bangs to Recreate Her Scream 3 Look
N20546,music,musicnews,"Heart's Nancy & Ann Wilson soar at Fiserv Forum, Joan Jett struggles","Ann and Nancy Wilson had a falling out in 2016, but a reunited Heart came to Milwaukee Saturday with Joan Jett and Lucie Silvas opening."
N42126,entertainment,celebrity,The biggest celebrity stories of the last decade,Take a look back at the craziest entertainment news stories from the last 10 years.
N31964,tv,tvnews,Fox News Flash top headlines for Oct. 12,Fox News Flash top headlines for Oct. 12
N63555,music,music-gallery,100 Most Popular Rock Bands of All Time,"While types of music such as hip hop and pop have become increasingly fashionable in recent years, rock music remains hugely popular."
N52312,music,music-celebrity,Kacey Musgraves Jokingly Asks 'Can You Die from a Hangover?' After Double Wins at the CMAs,CMAs 2019: Kacey Musgraves Jokes 'Can You Die from a Hangover?' After Wins
N18845,music,musicnews,Lizzo Refutes 'Truth Hurts' Plagiarism Claims: 'That Song Is My Life',"Lizzo rebuffed claims that she plagiarized parts of her hit ""Truth Hurts""   including the memorable ""DNA test"" line   in a note posted on Twitter Wednesday. ""That song is my life, and its words are my truth,"" the musician wrote. Last week, songwriting brothers Justin and Jeremiah Raisen claimed that in April 2017 they took part in a writing session with Lizzo, Jesse Saint John and Yves Rothman, during which they all wrote a song called ""Healthy""..."
N43997,tv,tv-celebrity,"Sofia Vergara Ordered to Pay Ex Nearly $80,000 Amid Frozen Embryos Legal Battle","The Modern Family star has been ordered to pay her former fiancé Nicholas Loeb $76,433 in attorney's fees and $2,959.26 in costs"
N20366,entertainment,awards,Kim Kardashian Reflects on KUWTK Journey During 2019 People's Choice Awards Win,Keeping Up With the Kardashians won top honors at the 2019 E! People's Choice Awards. See what Kim Kardashian had to say during her speech!
N21291,music,music-gallery,Can you guess the first No. 1 hit for these 10 musical legends?,"For some musicians, it takes a long time to reach the top of the charts, while others garnered the No. 1 song in America on their very first try."
N30501,entertainment,entertainment-celebrity,Pregnant Shawn Johnson Marks 2nd Anniversary of Her Miscarriage,Pregnant Shawn Johnson Marks 2nd Anniversary of Her Miscarriage
N47700,entertainment,entertainment-celebrity,Rockefeller Center Christmas Tree Makes Its Debut In Kickoff To Holiday Season,"NEW YORK (WCBS 880) - The famed Rockefeller Center Christmas tree has been hoisted into place, ushering in the unofficial start of the holiday season in New York City. The 14-ton Norway spruce finished its 60-mile journey from Orange County on Friday night when it arrived at Rockefeller Plaza. The tree comes from the home of Carol Schultz, who planted the sapling in her front yard in Florida, New York, back in 1959. It certainly feels like..."
N53915,entertainment,gaming,"Blizzard is ""not opposed"" to bringing The Burning Crusade and Lich King expansions to WoW Classic",You are not prepared
N15122,tv,tv-celebrity,Tamron Hall says she 'never dealt' cocaine after reports say she confessed to doing so,Tamron Hall issued a statement in response to the Daily Mail reporting that she confessed to facilitating the sale of cocaine as a teenager.
N50630,tv,tvnews,Syndicated 'Dr. Oz Show' Spinoff Series 'The Good Dish' Eyed For Fall 2020 Launch By Sony TV,"Sony Pictures Television is moving ahead with The Good Dish, a new syndicated daytime series from The Dr. Oz Show producers, which is on track for a fall 2020 launch. Hosted by Daphne Oz (MasterChef Junior), Vanessa Williams, Gail Simmons (Top Chef) and Jamika Pessoa (The Next Food Star), The Good Dish spinoff grew out"
N1813,entertainment,celebrity,Celebs and their pets in 2019,"See Natalie Portman, Selena Gomez, Sean Penn and more stars out and about with their furry friends!"
N64834,tv,tvnews,Superman & Lois Lane series from Greg Berlanti in development at The CW,Superman and Lois Lane series in development at The CW
N10821,music,music-gallery,Monster Mash-Up: The Ultimate Halloween Playlist,14 tunes that add up to a perfect fright night soundtrack
N26928,movies,movienews,Ava DuVernay Calls Out Academy for Disqualifying Nigeria's First Oscar Submission,"Ava DuVernay sharply criticized the Academy of Motion Pictures Arts and Sciences on Monday, after the group voted to disqualify Nigeria's first-ever Oscar submission on the grounds that the movie's dialogue is primarily in English."
N55325,music,music-grammys,Alicia Keys Returns as GRAMMY Awards Host for a Second Time,The singer hosted the 2019 ceremony in February.
N40356,movies,movies-gallery,"All 112 of Netflix's notable original movies, ranked from worst to best","To find out which Netflix original films are worth watching, we turned to Rotten Tomatoes to rank everything from ""Roma"" to ""Bright."""
N24073,entertainment,entertainment-celebrity,"Jennifer Aniston's 'Friends'-filled first Instagram post crashes her feed, plus more news","Jennifer Aniston's ""Friends""-filled foray into Instagram goes kerpluie, plus more celebrity news for Oct. 15, 2019."
N55397,movies,movies-celebrity,Actors and actresses with famous mothers,"A lot of people go into the family business. However, not everybody's family business is acting. Many actors have followed in the footsteps of their family members, including, in some instances, their mothers."
N40347,music,musicnews,Top New Orleans news: Homeland Security finds counterfeit goods at stores; Elton John to return,"Here's the most recent top news in New Orleans; see what headlines are trending among local readers, with links to full articles."
N35627,music,musicnews,"Post Malone is everything to everyone in explosive, emotive Tampa show","There was about a 10-foot pit between Post Malone and the sold-out crowd Thursday at Amalie Arena, a yawning moat separating pop's ruling goof from his people. Even fans in the front rows had to squint to see the face tattoos, the fraying threads of his frizzy-top 'fro. And that's if they got half a good look amid all the smoke, lasers and trippy lights enveloping the stage. But you know what? ..."
N39185,entertainment,gaming,All the PC games available as part of Xbox Game Pass,"All the Xbox Game Pass PC titles available for Windows 10, with a tease of what's coming next. Xbox Game Pass, Microsoft's Netflix-style subscription service, has shaken up Xbox One gaming with its rotating games library. Over 100 titles for a flat $10 monthly fee promises considerable value for players   and Microsoft has expanded with a PC debut for the service. From Microsoft's leading exclusives to innovative indies, we've wrapped up a full..."
N64955,entertainment,celebrity,"Lady Gaga, Jim Carrey, Christina Hendricks and Pete Davidson are all single again, plus more celeb love life news for late October 2019","A wave of pre-holiday breakups rock Hollywood, plus more celeb love life updates for late October 2019."
N42632,music,musicnews,Elton John Calls 'Lion King' Remake a 'Huge Disappointment',Elton John isn't feeling the love for Disney's latest live-action remake.
N26488,movies,movies-gallery,50 Best Movie Sequels of All Time,A successful film franchise can ensure box office earnings like few other movie offerings can.
N4637,music,musicnews,Zac Brown Band heads to Kansas City with highly successful 'The Owl Tour',"KANSAS CITY, MO (KCTV) -- Multi-platinum, GRAMMY Award-winning, Zac Brown Band is coming to Kansas City in April. The band announced they are extending their highly successful summer 2019 ""The Owl Tour"" to include spring 2020 dates and will visit Sprint Center on April 16. Opening performers include acts from Amos Lee and Jason 'Poo Bear' Boyd. Tickets go on sale Nov. 22 at 12 p.m. at Sprintcenter.com, Price Chopper Box Office at Sprint Center..."
N25471,music,music-celebrity,"Miley Cyrus Undergoes Vocal Cord Surgery, Will Require Weeks of Silence to Recover: Sources",Miley Cyrus Undergoes Vocal Cord Surgery: Sources
N23292,movies,movienews,Gangster epic 'The Irishman' lives up to the hype,"In 'The Irishman,' dream cast of Al Pacino, Robert De Niro and Joe Pesci explores history of Jimmy Hoffa and the mob"
N40195,movies,movies-celebrity,Antonio Banderas reveals how girlfriend Nicole Kimpel saved his life by giving him an aspirin when he suffered heart attack,The 40-year-old Dutch investment advisor thought fast and gave 5mg of aspirin to the Spanish 59-year-old when he had symptoms
N8957,music,cma-awards,Best country music albums of all time,Stacker has compiled a list of the best country albums of all time as per Billboard's Greatest of All Time Country Albums list. These ratings are based on albums' weekly performance on the Top Country Albums chart from January 1996 to June 2016.
N31073,movies,movienews,Zoë Kravitz Was Once Told She Was Too 'Urban' to Be in a Batman Movie Before Catwoman Casting,Zoë Kravitz Told She Was Too 'Urban' to Be in a Batman Movie
N43968,entertainment,gaming,Madden 20 tips: 8 key things to know before you play,Become an Ultimate Team legend and franchise Hall Of Famer with GR's Madden 20 guide
